event_time;event_time_date;order_id;product_model_id;category_id;category_name;sub_category_name;product_name;event_time_day;event_time_month;event_time_year;brand_name;price;user_id;Flag_data;Day Name;Hour_Rounded;Day Number;Avg_days_between_orders;Customer_Category;Order_Frequency_Bin;BasketSegment;favorite_category;Random
20/03/2020 11:10;20/03/2020;2348822286846394926;1515966223509341848;2268105445589648168;Unknown;Unknown;Unknown;20;3;2020;delonghi;48.59;1515915625448766480;Non-Critical Missing Data;Friday;11;4;30;Loyal (+3 orders);0-1 month;Large Basket;electronics;0.843131727
20/03/2020 11:10;20/03/2020;2348822286846394926;1515966223509127825;2268105445094720286;Unknown;Unknown;Unknown;20;3;2020;delonghi;30.07;1515915625448766480;Non-Critical Missing Data;Friday;11;4;30;Loyal (+3 orders);0-1 month;Large Basket;electronics;0.843131727
18/06/2020 00:27;18/06/2020;2354517960996946558;1515966223509122891;2268105392070329020;appliances;environment;vacuum;18;6;2020;tefal;289.33;1515915625448766480;Fully Complete;Thursday;0;3;30;Loyal (+3 orders);0-1 month;Large Basket;electronics;0.843131727
24/07/2020 10:52;24/07/2020;2360661713684005331;1515966223509089401;2268105428594328000;electronics;Unknown;clocks;24;7;2020;apple;486.09;1515915625448766480;Non-Critical Missing Data;Friday;11;4;30;Loyal (+3 orders);0-1 month;Large Basket;electronics;0.843131727
26/04/2020 14:55;26/04/2020;2295902490203259134;2273948311742316796;2268105393848713950;appliances;kitchen;refrigerators;26;4;2020;lg;462.94;1515915625450561165;Fully Complete;Sunday;15;6;;Occasional (1 order);;Large Basket;appliances;0.843131727
26/04/2020 23:35;26/04/2020;2296164324487463110;1515966223509259473;2268105402447037312;appliances;personal;scales;26;4;2020;polaris;30.07;1515915625446798439;Fully Complete;Sunday;0;6;;Occasional (1 order);;Small Basket;appliances;0.843131727
27/04/2020 07:24;27/04/2020;2296400480990920715;2273948308663698152;2374498914000592280;electronics;video;tv;27;4;2020;samsung;416.64;1515915625450899340;Fully Complete;Monday;7;0;;Occasional (1 order);;Large Basket;electronics;0.843131727
27/04/2020 14:57;27/04/2020;2296628237930857206;1515966223509089660;2268105410021949476;computers;components;cpu;27;4;2020;intel;91.41;1515915625451131565;Fully Complete;Monday;15;0;;Occasional (1 order);;Average Basket;computers;0.843131727
27/04/2020 14:57;27/04/2020;2296628237930857206;1515966223509089660;2268105410021949476;computers;components;cpu;27;4;2020;intel;91.41;1515915625451131565;Fully Complete;Monday;15;0;;Occasional (1 order);;Average Basket;computers;0.843131727
27/04/2020 14:57;27/04/2020;2296628237930857206;1515966223509089660;2268105410021949476;computers;components;cpu;27;4;2020;intel;91.41;1515915625451131565;Fully Complete;Monday;15;0;;Occasional (1 order);;Average Basket;computers;0.843131727
28/04/2020 03:47;28/04/2020;2297016008231092565;1515966223509089780;2268105407220155366;computers;Unknown;notebook;28;4;2020;asus;509.24;1515915625443158850;Non-Critical Missing Data;Tuesday;4;1;;Occasional (1 order);;Large Basket;computers;0.843131727
28/04/2020 02:21;28/04/2020;2296972701060825130;1515966223509104683;2268105402774193030;Unknown;Unknown;Unknown;28;4;2020;philips;23.13;1515915625451212869;Non-Critical Missing Data;Tuesday;2;1;102;Recurrent (2 orders);4 months;Small Basket;appliances;0.843131727
28/04/2020 09:01;28/04/2020;2297174044555871159;2273948222957290212;2268105409225031698;computers;peripherals;monitor;28;4;2020;samsung;254.61;1515915625442675260;Fully Complete;Tuesday;9;1;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
28/04/2020 09:01;28/04/2020;2297174044555871159;2273948222957290212;2268105409225031698;computers;peripherals;monitor;28;4;2020;samsung;254.61;1515915625442675260;Fully Complete;Tuesday;9;1;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
03/07/2020 03:46;03/07/2020;2344850356288095130;1515966223509741821;2268105441856717530;appliances;kitchen;kettle;3;7;2020;bork;108.77;1515915625442675260;Fully Complete;Friday;4;4;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
03/07/2020 03:46;03/07/2020;2344850356288095130;1515966223509131513;2268105404972008370;Unknown;Unknown;Unknown;3;7;2020;aquapick;81;1515915625442675260;Non-Critical Missing Data;Friday;4;4;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
11/07/2020 04:19;11/07/2020;2350665611706631034;1515966223513938067;2268105463868424370;Unknown;Unknown;Unknown;11;7;2020;intex;53.22;1515915625442675260;Non-Critical Missing Data;Saturday;4;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509089952;2268105409317306388;Unknown;Unknown;Unknown;16;5;2020;Unknown;879.61;1515915625442675260;Non-Critical Missing Data;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509259987;2268105409225031698;computers;peripherals;monitor;16;5;2020;huntkey;338.31;1515915625442675260;Fully Complete;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509089719;2268105406356128718;computers;peripherals;keyboard;16;5;2020;bloody;34.7;1515915625442675260;Fully Complete;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509250877;2268105406750393304;computers;Unknown;notebook;16;5;2020;ipower;2.29;1515915625442675260;Non-Critical Missing Data;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509570200;2268105406750393304;computers;Unknown;notebook;16;5;2020;Unknown;4.38;1515915625442675260;Non-Critical Missing Data;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
16/05/2020 23:35;16/05/2020;2354507985130095393;1515966223509088564;2268105430162997728;electronics;audio;headphone;16;5;2020;apple;324.05;1515915625442675260;Fully Complete;Saturday;0;5;6;Loyal (+3 orders);0-1 month;Large Basket;computers;0.843131727
28/04/2020 11:36;28/04/2020;2297252054407578606;2273948303177548033;2268105407933187062;computers;peripherals;printer;28;4;2020;epson;164.33;1515915625450916989;Fully Complete;Tuesday;12;1;;Occasional (1 order);;Large Basket;computers;0.843131727
28/04/2020 11:36;28/04/2020;2297252054407578606;2273948303177548033;2268105407933187062;computers;peripherals;printer;28;4;2020;epson;164.33;1515915625450916989;Fully Complete;Tuesday;12;1;;Occasional (1 order);;Large Basket;computers;0.843131727
28/04/2020 11:36;28/04/2020;2297252054407578606;2273948303177548033;2268105407933187062;computers;peripherals;printer;28;4;2020;epson;164.33;1515915625450916989;Fully Complete;Tuesday;12;1;;Occasional (1 order);;Large Basket;computers;0.843131727
28/04/2020 04:25;28/04/2020;2297034737199350540;1515966223509719628;2268105635507732512;Unknown;Unknown;Unknown;28;4;2020;Unknown;6.94;1515915625447779982;Non-Critical Missing Data;Tuesday;4;1;14;Recurrent (2 orders);0-1 month;Small Basket;;0.843131727
28/04/2020 04:25;28/04/2020;2297034737199350540;1515966223509719628;2268105635507732512;Unknown;Unknown;Unknown;28;4;2020;Unknown;6.94;1515915625447779982;Non-Critical Missing Data;Tuesday;4;1;14;Recurrent (2 orders);0-1 month;Small Basket;;0.843131727
13/05/2020 02:45;13/05/2020;2307856137350808040;1515966223509131517;2268105635507732512;Unknown;Unknown;Unknown;13;5;2020;Unknown;4.63;1515915625447779982;Non-Critical Missing Data;Wednesday;3;2;14;Recurrent (2 orders);0-1 month;Small Basket;;0.843131727
29/04/2020 04:46;29/04/2020;2297770405059888020;1515966223509088578;2268105428166508982;electronics;Unknown;smartphone;29;4;2020;samsung;300.9;1515915625451641617;Non-Critical Missing Data;Wednesday;5;2;;Occasional (1 order);;Large Basket;electronics;0.843131727
29/04/2020 06:21;29/04/2020;2297818341995184662;1515966223509382310;2268105438778098326;appliances;kitchen;kettle;29;4;2020;tefal;7.85;1515915625447631001;Fully Complete;Wednesday;6;2;27;Loyal (+3 orders);0-1 month;Large Basket;appliances;0.843131727
29/04/2020 08:56;29/04/2020;2297896107595793042;1515966223509104759;2268105428166508982;electronics;Unknown;smartphone;29;4;2020;samsung;300.9;1515915625452042720;Non-Critical Missing Data;Wednesday;9;2;;Occasional (1 order);;Large Basket;electronics;0.843131727
29/04/2020 03:25;29/04/2020;2297729407910937541;1515966223509105105;2268105427528974760;Unknown;Unknown;Unknown;29;4;2020;sbs;0.02;1515915625441708399;Non-Critical Missing Data;Wednesday;3;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
29/04/2020 03:25;29/04/2020;2297729407910937541;1515966223509105105;2268105427528974760;Unknown;Unknown;Unknown;29;4;2020;sbs;0.02;1515915625441708399;Non-Critical Missing Data;Wednesday;3;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
30/04/2020 10:07;30/04/2020;2298656722245386626;2273948282516407239;2268105427075989918;Unknown;Unknown;Unknown;30;4;2020;sbs;0.23;1515915625441708399;Non-Critical Missing Data;Thursday;10;3;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
30/04/2020 10:07;30/04/2020;2298656722245386626;1515966223510401873;2268105427260539298;Unknown;Unknown;Unknown;30;4;2020;ava;0.23;1515915625441708399;Non-Critical Missing Data;Thursday;10;3;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
06/05/2020 18:16;06/05/2020;2303251336734441788;2273948282516407243;2268105427260539298;Unknown;Unknown;Unknown;6;5;2020;sbs;0.02;1515915625441708399;Non-Critical Missing Data;Wednesday;18;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
06/05/2020 18:16;06/05/2020;2303251336734441788;1515966223510558833;2268105427260539298;Unknown;Unknown;Unknown;6;5;2020;ava;0.02;1515915625441708399;Non-Critical Missing Data;Wednesday;18;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
06/05/2020 18:16;06/05/2020;2303251336734441788;1515966223510534175;2268105427260539298;Unknown;Unknown;Unknown;6;5;2020;Unknown;0.02;1515915625441708399;Non-Critical Missing Data;Wednesday;18;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
06/05/2020 18:16;06/05/2020;2303251336734441788;1515966223509132066;2268105427528974760;Unknown;Unknown;Unknown;6;5;2020;ava;2.29;1515915625441708399;Non-Critical Missing Data;Wednesday;18;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
09/07/2020 20:21;09/07/2020;2349700189855416642;1515966223509354333;2268105427528974760;Unknown;Unknown;Unknown;9;7;2020;moizen;1.16;1515915625441708399;Non-Critical Missing Data;Thursday;20;3;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
09/07/2020 20:21;09/07/2020;2349700189855416642;1515966223509267375;2268105427528974760;Unknown;Unknown;Unknown;9;7;2020;Unknown;1.16;1515915625441708399;Non-Critical Missing Data;Thursday;20;3;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
25/04/2020 22:14;25/04/2020;2354471235116598195;2273948282516407240;2268105427260539298;Unknown;Unknown;Unknown;25;4;2020;sbs;0.02;1515915625441708399;Non-Critical Missing Data;Saturday;22;5;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
29/04/2020 01:52;29/04/2020;2354502112349520353;1515966223510609894;2268105427260539298;Unknown;Unknown;Unknown;29;4;2020;ava;0.23;1515915625441708399;Non-Critical Missing Data;Wednesday;2;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
29/04/2020 01:52;29/04/2020;2354502112349520353;2273948282516407239;2268105427075989918;Unknown;Unknown;Unknown;29;4;2020;sbs;0.23;1515915625441708399;Non-Critical Missing Data;Wednesday;2;2;16;Loyal (+3 orders);0-1 month;Small Basket;electronics;0.843131727
29/04/2020 10:38;29/04/2020;2297947579247231353;1515966223509881617;2268105409938063394;computers;components;memory;29;4;2020;kingston;49.98;1515915625455105401;Fully Complete;Wednesday;11;2;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
23/05/2020 03:04;23/05/2020;2315113683446924022;1515966223509352524;2268105402673529732;Unknown;Unknown;Unknown;23;5;2020;philips;34.7;1515915625455105401;Non-Critical Missing Data;Saturday;3;5;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
04/06/2020 23:09;04/06/2020;2354513378828878634;2273948184973672692;2268105407840912372;stationery;Unknown;paper;4;6;2020;svetocopy;4.17;1515915625455105401;Non-Critical Missing Data;Thursday;23;3;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
06/06/2020 04:08;06/06/2020;2354514299965145669;1515966223509106868;2268105430162997728;electronics;audio;headphone;6;6;2020;samsung;104.14;1515915625455105401;Fully Complete;Saturday;4;5;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
18/06/2020 11:07;18/06/2020;2354517660416344488;1515966223509117543;2268105441747665624;Unknown;Unknown;Unknown;18;6;2020;akvafor;14.1;1515915625455105401;Non-Critical Missing Data;Thursday;11;3;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
28/06/2020 02:25;28/06/2020;2354521027746202208;2273948186768835179;2268105406884611036;Unknown;Unknown;Unknown;28;6;2020;svc;22.2;1515915625455105401;Non-Critical Missing Data;Sunday;2;6;12;Loyal (+3 orders);0-1 month;Average Basket;computers;0.843131727
29/04/2020 11:59;29/04/2020;2297988436574864215;1515966223509089486;2268105428166508982;electronics;Unknown;smartphone;29;4;2020;samsung;115.72;1515915625441483583;Non-Critical Missing Data;Wednesday;12;2;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
29/04/2020 11:59;29/04/2020;2297988436574864215;1515966223509259423;2268105428594328000;electronics;Unknown;clocks;29;4;2020;apple;317.11;1515915625441483583;Non-Critical Missing Data;Wednesday;12;2;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
04/06/2020 06:45;04/06/2020;2323921928751940110;1515966223509088668;2268105407220155366;computers;Unknown;notebook;4;6;2020;asus;273.13;1515915625441483583;Non-Critical Missing Data;Thursday;7;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
04/06/2020 06:48;04/06/2020;2323923548717974171;1515966223509089610;2268105407220155366;computers;Unknown;notebook;4;6;2020;asus;335.63;1515915625441483583;Non-Critical Missing Data;Thursday;7;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
04/06/2020 06:53;04/06/2020;2323926268606677897;1515966223509089486;2268105428166508982;electronics;Unknown;smartphone;4;6;2020;samsung;115.72;1515915625441483583;Non-Critical Missing Data;Thursday;7;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
04/06/2020 12:28;04/06/2020;2324094845913661896;1515966223509088620;2360741866917331945;appliances;environment;air_conditioner;4;6;2020;ava;138.87;1515915625441483583;Non-Critical Missing Data;Thursday;12;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
08/06/2020 09:22;08/06/2020;2326900200834073532;2273948316532212463;2268105428166508982;electronics;Unknown;smartphone;8;6;2020;huawei;254.61;1515915625441483583;Non-Critical Missing Data;Monday;9;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
08/06/2020 09:22;08/06/2020;2326900200834073532;1515966223509105012;2309018577279124131;Unknown;Unknown;Unknown;8;6;2020;ggg;18.5;1515915625441483583;Non-Critical Missing Data;Monday;9;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
08/06/2020 09:44;08/06/2020;2326911279299559768;1515966223509130209;2268105458457772096;apparel;Unknown;glove;8;6;2020;sony;511.09;1515915625441483583;Non-Critical Missing Data;Monday;10;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
08/06/2020 09:44;08/06/2020;2326911279299559768;1515966223509089517;2268105458457772096;apparel;Unknown;glove;8;6;2020;sony;481.46;1515915625441483583;Non-Critical Missing Data;Monday;10;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
16/06/2020 09:14;16/06/2020;2332694656304808826;1515966223509130209;2268105458457772096;apparel;Unknown;glove;16;6;2020;sony;511.09;1515915625441483583;Non-Critical Missing Data;Tuesday;9;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
16/06/2020 09:14;16/06/2020;2332694656304808826;1515966223509088496;2268105458457772096;apparel;Unknown;glove;16;6;2020;xbox;266.18;1515915625441483583;Non-Critical Missing Data;Tuesday;9;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
23/06/2020 11:54;23/06/2020;2337848311572071160;1515966223509090011;2268105428166508982;electronics;Unknown;smartphone;23;6;2020;samsung;138.87;1515915625441483583;Non-Critical Missing Data;Tuesday;12;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
26/06/2020 07:21;26/06/2020;2339885382054707258;1515966223509088620;2360741866917331945;appliances;environment;air_conditioner;26;6;2020;ava;138.87;1515915625441483583;Non-Critical Missing Data;Friday;7;4;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
26/06/2020 07:21;26/06/2020;2339885382054707258;1515966223509088613;2268105430162997728;electronics;audio;headphone;26;6;2020;apple;203.68;1515915625441483583;Fully Complete;Friday;7;4;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
26/06/2020 07:28;26/06/2020;2339888652227707344;1515966223509088613;2268105430162997728;electronics;audio;headphone;26;6;2020;apple;203.68;1515915625441483583;Fully Complete;Friday;7;4;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
26/06/2020 07:28;26/06/2020;2339888652227707344;1515966223509090031;2268105402673529732;Unknown;Unknown;Unknown;26;6;2020;vitek;18.5;1515915625441483583;Non-Critical Missing Data;Friday;7;4;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 11:17;14/07/2020;2353049854076257193;1515966223509089373;2268105458457772096;apparel;Unknown;glove;14;7;2020;sony;403.45;1515915625441483583;Non-Critical Missing Data;Tuesday;11;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 11:22;14/07/2020;2353052374475472902;1515966223529692643;2268105658173751944;Unknown;Unknown;Unknown;14;7;2020;Unknown;115.72;1515915625441483583;Non-Critical Missing Data;Tuesday;11;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 11:22;14/07/2020;2353052374475472902;1515966223509553808;2268105428166508982;electronics;Unknown;smartphone;14;7;2020;apple;532.38;1515915625441483583;Non-Critical Missing Data;Tuesday;11;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 12:37;14/07/2020;2353090525814325589;1515966223510032958;2268105395962643188;Unknown;Unknown;Unknown;14;7;2020;ritmix;23.13;1515915625441483583;Non-Critical Missing Data;Tuesday;13;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 12:37;14/07/2020;2353090525814325589;1515966223509088620;2360741866917331945;appliances;environment;air_conditioner;14;7;2020;ava;138.87;1515915625441483583;Non-Critical Missing Data;Tuesday;13;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
14/07/2020 12:44;14/07/2020;2353093618283053511;1515966223509553808;2268105428166508982;electronics;Unknown;smartphone;14;7;2020;apple;532.38;1515915625441483583;Non-Critical Missing Data;Tuesday;13;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
17/07/2020 09:14;17/07/2020;2355162440754266269;1515966223529692643;2268105658173751944;Unknown;Unknown;Unknown;17;7;2020;Unknown;115.72;1515915625441483583;Non-Critical Missing Data;Friday;9;4;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
20/07/2020 04:16;20/07/2020;2357186662590578988;1515966223509647316;2268105403738882970;Unknown;Unknown;Unknown;20;7;2020;braun;527.75;1515915625441483583;Non-Critical Missing Data;Monday;4;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
20/07/2020 04:18;20/07/2020;2357187650760212812;1515966223509236132;2268105424962060652;electronics;Unknown;smartphone;20;7;2020;apple;106.65;1515915625441483583;Non-Critical Missing Data;Monday;4;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
20/07/2020 04:18;20/07/2020;2357187650760212812;1515966223509631558;2268105458717818950;Unknown;Unknown;Unknown;20;7;2020;xbox;18.5;1515915625441483583;Non-Critical Missing Data;Monday;4;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
20/07/2020 04:18;20/07/2020;2357187650760212812;1515966223509647316;2268105403738882970;Unknown;Unknown;Unknown;20;7;2020;braun;527.75;1515915625441483583;Non-Critical Missing Data;Monday;4;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
20/07/2020 04:49;20/07/2020;2357203617066255080;1515966223509631558;2268105458717818950;Unknown;Unknown;Unknown;20;7;2020;xbox;18.5;1515915625441483583;Non-Critical Missing Data;Monday;5;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
21/07/2020 08:48;21/07/2020;2358048402882691195;1515966223509647316;2268105403738882970;Unknown;Unknown;Unknown;21;7;2020;braun;527.75;1515915625441483583;Non-Critical Missing Data;Tuesday;9;1;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
23/07/2020 06:18;23/07/2020;2359422762738516666;1515966223510528650;2268105480435925530;Unknown;Unknown;Unknown;23;7;2020;vitehks;3.22;1515915625441483583;Non-Critical Missing Data;Thursday;6;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
23/07/2020 06:18;23/07/2020;2359422762738516666;2273948296248557780;2268105480435925530;Unknown;Unknown;Unknown;23;7;2020;vitehks;3.22;1515915625441483583;Non-Critical Missing Data;Thursday;6;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
23/07/2020 06:18;23/07/2020;2359422762738516666;1515966223512307575;2268105480435925530;Unknown;Unknown;Unknown;23;7;2020;vitehks;3.96;1515915625441483583;Non-Critical Missing Data;Thursday;6;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
23/07/2020 06:28;23/07/2020;2359427545503368028;2273948246923543014;2268105403822769052;Unknown;Unknown;Unknown;23;7;2020;philips;41.64;1515915625441483583;Non-Critical Missing Data;Thursday;6;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
30/07/2020 07:53;30/07/2020;2364543971339796907;1515966223509257885;2268105403738882970;Unknown;Unknown;Unknown;30;7;2020;philips;57.85;1515915625441483583;Non-Critical Missing Data;Thursday;8;3;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 07:10;03/08/2020;2367421430489940074;1515966223509090014;2268105430162997728;electronics;audio;headphone;3;8;2020;bloody;34.7;1515915625441483583;Fully Complete;Monday;7;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 10:22;03/08/2020;2367518112577749528;1515966223509638689;2268105429340914128;furniture;bathroom;bath;3;8;2020;milight;13.4;1515915625441483583;Fully Complete;Monday;10;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 10:31;03/08/2020;2367522402310554291;1515966223509638689;2268105429340914128;furniture;bathroom;bath;3;8;2020;milight;13.4;1515915625441483583;Fully Complete;Monday;11;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 10:31;03/08/2020;2367522402310554291;1515966223509262664;2268105429760344536;Unknown;Unknown;Unknown;3;8;2020;svc;9.24;1515915625441483583;Non-Critical Missing Data;Monday;11;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 11:03;03/08/2020;2367538362920730869;1515966223509108018;2268105458717818950;Unknown;Unknown;Unknown;3;8;2020;xbox;55.53;1515915625441483583;Non-Critical Missing Data;Monday;11;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 11:03;03/08/2020;2367538362920730869;1515966223509258964;2268105458717818950;Unknown;Unknown;Unknown;3;8;2020;xbox;23.13;1515915625441483583;Non-Critical Missing Data;Monday;11;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
03/08/2020 11:20;03/08/2020;2367547286772253222;1515966223509255446;2268105458717818950;Unknown;Unknown;Unknown;3;8;2020;xbox;58.77;1515915625441483583;Non-Critical Missing Data;Monday;11;0;3;Loyal (+3 orders);0-1 month;Average Basket;electronics;0.843131727
29/04/2020 06:20;29/04/2020;2297817716758675935;1515966223510177666;2268105442242593506;Unknown;Unknown;Unknown;29;4;2020;geyzer;6.23;1515915625451580783;Non-Critical Missing Data;Wednesday;6;2;;Occasional (1 order);;Small Basket;;0.843131727
